"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.experiment_url","Answer.surveycode","Approve","Reject"
"3UDTAB6HH7399NBR1D2A5TYFOP709T","33GOZHXTK7Y21XVZ6TR39BJ1HHWFS4","Cognitive Psychology Survey of Natural Scenes Perception and Properties","Help us understand visual perception in natural scenes in this short ~10 minute experiment!","psychology, cognition","$1.25","Fri Nov 19 04:50:05 PST 2021","1","BatchId:4609305;OriginalHitTemplateId:920937340;","3600","259200","Fri Nov 26 04:50:05 PST 2021","","","36TFCYNS46ED83XFS3KBF8F2FOEXH1","A28ZPY6D5AS7GZ","Submitted","Fri Nov 19 04:50:12 PST 2021","Fri Nov 19 05:23:18 PST 2021","Mon Nov 22 05:23:18 PST 2021","","","","1986","0% (0/0)","0% (0/0)","0% (0/0)","http://54.210.137.18/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#1","623661"
"31D0ZWOD0B3NE6LWTJGA1O9ZU7P0A8","33GOZHXTK7Y21XVZ6TR39BJ1HHWFS4","Cognitive Psychology Survey of Natural Scenes Perception and Properties","Help us understand visual perception in natural scenes in this short ~10 minute experiment!","psychology, cognition","$1.25","Fri Nov 19 04:50:05 PST 2021","1","BatchId:4609305;OriginalHitTemplateId:920937340;","3600","259200","Fri Nov 26 04:50:05 PST 2021","","","3VZLGYJEYNEZZOX9YPQIFFJ7BEXZXV","A2S0MB5JFG8DF","Submitted","Fri Nov 19 05:09:47 PST 2021","Fri Nov 19 05:58:02 PST 2021","Mon Nov 22 05:58:02 PST 2021","","","","2895","100% (1/1)","0% (0/0)","0% (0/0)","http://54.210.137.18/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#1","679588"
"3PA41K45VO88JLRI31JG6Y8H17V7PV","33GOZHXTK7Y21XVZ6TR39BJ1HHWFS4","Cognitive Psychology Survey of Natural Scenes Perception and Properties","Help us understand visual perception in natural scenes in this short ~10 minute experiment!","psychology, cognition","$1.25","Fri Nov 19 04:50:05 PST 2021","1","BatchId:4609305;OriginalHitTemplateId:920937340;","3600","259200","Fri Nov 26 04:50:05 PST 2021","","","3ZSANO2JCHBLYQKA33QODFMXKU7SFY","A2WC2NO555XU3J","Submitted","Fri Nov 19 05:51:14 PST 2021","Fri Nov 19 06:40:12 PST 2021","Mon Nov 22 06:40:12 PST 2021","","","","2938","0% (0/0)","0% (0/0)","0% (0/0)","http://54.210.137.18/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#1","736836"
"37MQ8Z1JQF0V6YMDOCY4NYKLUWC2Y4","33GOZHXTK7Y21XVZ6TR39BJ1HHWFS4","Cognitive Psychology Survey of Natural Scenes Perception and Properties","Help us understand visual perception in natural scenes in this short ~10 minute experiment!","psychology, cognition","$1.25","Fri Nov 19 04:50:05 PST 2021","1","BatchId:4609305;OriginalHitTemplateId:920937340;","3600","259200","Fri Nov 26 04:50:05 PST 2021","","","3G5F9DBFOR1L4ESKSOJTRNIHZD6HVI","APEQT4KOCUA46","Submitted","Fri Nov 19 05:00:28 PST 2021","Fri Nov 19 05:22:02 PST 2021","Mon Nov 22 05:22:02 PST 2021","","","","1294","0% (0/0)","0% (0/0)","0% (0/0)","http://54.210.137.18/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#1","296087"
"3TD33TP5DM6OYTO6RZDZL55ILBMAB4","33GOZHXTK7Y21XVZ6TR39BJ1HHWFS4","Cognitive Psychology Survey of Natural Scenes Perception and Properties","Help us understand visual perception in natural scenes in this short ~10 minute experiment!","psychology, cognition","$1.25","Fri Nov 19 04:50:05 PST 2021","1","BatchId:4609305;OriginalHitTemplateId:920937340;","3600","259200","Fri Nov 26 04:50:05 PST 2021","","","339ANSOTR767KY9SZ2N7PQ8FJSEIKQ","A1V9G7V6ZYACIR","Submitted","Fri Nov 19 04:51:43 PST 2021","Fri Nov 19 05:06:55 PST 2021","Mon Nov 22 05:06:55 PST 2021","","","","912","0% (0/0)","0% (0/0)","0% (0/0)","http://54.210.137.18/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#1","677460"
"3Y40HMYLL2MFQ55520M8A384BH1UX8","33GOZHXTK7Y21XVZ6TR39BJ1HHWFS4","Cognitive Psychology Survey of Natural Scenes Perception and Properties","Help us understand visual perception in natural scenes in this short ~10 minute experiment!","psychology, cognition","$1.25","Fri Nov 19 04:50:05 PST 2021","1","BatchId:4609305;OriginalHitTemplateId:920937340;","3600","259200","Fri Nov 26 04:50:05 PST 2021","","","3OXV7EAXLGULVG6KCVMJB118ZHD63T","A38N2MBXP7IOPS","Submitted","Fri Nov 19 09:35:54 PST 2021","Fri Nov 19 09:48:33 PST 2021","Mon Nov 22 09:48:33 PST 2021","","","","759","100% (2/2)","0% (0/0)","0% (0/0)","http://54.210.137.18/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#1","437960"
"302OLP89D0B78YGC5Z9UWPB03WMACB","33GOZHXTK7Y21XVZ6TR39BJ1HHWFS4","Cognitive Psychology Survey of Natural Scenes Perception and Properties","Help us understand visual perception in natural scenes in this short ~10 minute experiment!","psychology, cognition","$1.25","Fri Nov 19 04:50:05 PST 2021","1","BatchId:4609305;OriginalHitTemplateId:920937340;","3600","259200","Fri Nov 26 04:50:05 PST 2021","","","336YQZE83XIQYYEGDUHTFUWE3EJ5MU","A37OUZOGQKGMW0","Submitted","Fri Nov 19 09:49:38 PST 2021","Fri Nov 19 10:34:51 PST 2021","Mon Nov 22 10:34:51 PST 2021","","","","2713","100% (1/1)","0% (0/0)","0% (0/0)","http://54.210.137.18/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#1","897071"
"359AP8GAGHOPPWIEYWXAMY9A2OGC7M","33GOZHXTK7Y21XVZ6TR39BJ1HHWFS4","Cognitive Psychology Survey of Natural Scenes Perception and Properties","Help us understand visual perception in natural scenes in this short ~10 minute experiment!","psychology, cognition","$1.25","Fri Nov 19 04:50:05 PST 2021","1","BatchId:4609305;OriginalHitTemplateId:920937340;","3600","259200","Fri Nov 26 04:50:05 PST 2021","","","358010RM5GXIQ4SZXS1FU96BN3VXVX","A37TJQC9A89D65","Submitted","Fri Nov 19 06:19:52 PST 2021","Fri Nov 19 06:41:55 PST 2021","Mon Nov 22 06:41:55 PST 2021","","","","1323","100% (1/1)","0% (0/0)","0% (0/0)","http://54.210.137.18/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#1","212783"
"3VO4XFFP16QTJXSX3EY563YR63H7QM","33GOZHXTK7Y21XVZ6TR39BJ1HHWFS4","Cognitive Psychology Survey of Natural Scenes Perception and Properties","Help us understand visual perception in natural scenes in this short ~10 minute experiment!","psychology, cognition","$1.25","Fri Nov 19 04:50:05 PST 2021","1","BatchId:4609305;OriginalHitTemplateId:920937340;","3600","259200","Fri Nov 26 04:50:05 PST 2021","","","3C5W7UE9CHUZ0HYQJ00O7DNYWADMXZ","A3U2UNSYDPS933","Submitted","Fri Nov 19 04:50:13 PST 2021","Fri Nov 19 05:39:41 PST 2021","Mon Nov 22 05:39:41 PST 2021","","","","2968","0% (0/0)","0% (0/0)","0% (0/0)","http://54.210.137.18/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#2","121490"
"37VHPF5VYD7TPANX81PG0Y55D8MC89","33GOZHXTK7Y21XVZ6TR39BJ1HHWFS4","Cognitive Psychology Survey of Natural Scenes Perception and Properties","Help us understand visual perception in natural scenes in this short ~10 minute experiment!","psychology, cognition","$1.25","Fri Nov 19 04:50:05 PST 2021","1","BatchId:4609305;OriginalHitTemplateId:920937340;","3600","259200","Fri Nov 26 04:50:05 PST 2021","","","3QILPRALQ7ZF3YIINT3W4TV5ASV8NW","AR1IWBDA7MC86","Submitted","Fri Nov 19 06:39:17 PST 2021","Fri Nov 19 06:54:51 PST 2021","Mon Nov 22 06:54:51 PST 2021","","","","934","100% (1/1)","0% (0/0)","0% (0/0)","http://54.210.137.18/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#2","448318"
